ID,abc_sum_tonne_km2_2010,ID,bgc_sum_tonne_km2_2010,ID,abc_sum_tonne_km2_2050,ID,bgc_sum_tonne_km2_2050,ID,soc_sum,Name,abc_sum_tonne_km2_difference,abc_sum_tonne_km2_difference_annual,bgc_sum_tonne_km2_difference_annual
181,97187207.8730469,181,50604948.3398974,181,0,181,0,181,17035072.9606934,North East Undendeule,97187207.8730469,2429680.19682617,1265123.70849743
182,13636856.3706055,182,7508842.40035415,182,0,182,0,182,4392083.97705078,Ruhai River,13636856.3706055,340921.409265137,187721.060008854
183,13296967.7446289,183,8640911.44526601,183,0,183,0,183,6117437.02856445,Nyera Kiperere,13296967.7446289,332424.193615723,216022.78613165
184,33283724.62146,184,19441371.0488856,184,0,184,0,184,8345163.29272461,Muhuwesi,33283724.62146,832093.115536499,486034.27622214
185,19099136.9061279,185,15068770.2453673,185,0,185,0,185,10933654.7368164,Lungonya,19099136.9061279,477478.422653198,376719.256134182
186,3390277.5562439,186,2651927.36689448,186,0,186,0,186,3102849.31884766,Forest Reserve Name Unknown (T,3390277.5562439,84756.9389060974,66298.1841723621
187,2584593.36322021,187,1805825.3501296,187,0,187,0,187,1689166.5859375,Forest Reserve Name Unknown (T,2584593.36322021,64614.8340805054,45145.6337532401
188,82693462.9019775,188,38432925.1502633,188,0,188,0,188,23965768.1831055,Mikumi,82693462.9019775,2067336.57254944,960823.128756583
189,160021352.438477,189,197263460.237283,189,52976911.2091179,189,67568897.6399727,189,51970789.5803223,Rungwa Game Reserve  -  16,107044441.229359,2676111.03073397,3242364.06493275
190,86638727.2790527,190,129104287.716979,190,42445121.3886414,190,56853662.4265747,190,27891387.3220215,Kizigo Game Reserve - 6,44193605.8904114,1104840.14726028,1806265.6322601
191,277340144.721893,191,269172396.614027,191,98164446.5378876,191,89965210.3705139,191,80903572.8156738,Ruaha N.P.,179175698.184006,4479392.45460014,4480179.65608783
192,2667002.68994141,192,1842822.96517491,192,0,192,0,192,1407792.20849609,Rungo,2667002.68994141,66675.0672485352,46070.5741293728
193,7731253.96020508,193,5116623.1227994,193,0,193,0,193,2764613.42919922,Matehi,7731253.96020508,193281.349005127,127915.578069985
194,3100281.15234375,194,2020930.59345484,194,0,194,0,194,1587163.2578125,Nampekeso,3100281.15234375,77507.0288085938,50523.2648363709
195,118148747.166748,195,48442565.4771566,195,21917231.3039856,195,9370169.79152679,195,17794053.567627,Rungwa Open Area South_RNP boundaries,96231515.8627625,2405787.89656906,976809.892140746
196,10174080.1467285,196,19264434.0971172,196,3986811.40429688,196,7457092.79931641,196,2637983.30371094,Lunda-Nkwambi,6187268.74243164,154681.718560791,295183.532445019
197,9822367.68444824,197,18035557.8946114,197,6553990.87231445,197,12422112.2028809,197,3049775.47680664,Lunda-Nkwambi South,3268376.81213379,81709.4203033447,140336.142293262
198,9491115.4954834,198,14137040.054208,198,3994973.89653015,198,6451328.224823,198,3227517.45654297,Mbomipa-Waga North,5496141.59895325,137403.539973831,192142.795734626
199,2527494.03271484,199,2237891.29968286,199,383458.312164307,199,347301.947883606,199,867040.03515625,Mbomipa-Waga South,2144035.72055054,53600.8930137634,47264.7337949812
200,21789512.6633606,200,7763020.66577077,200,9679842.72680664,200,3644958.66983032,200,13629614.1464844,North Maramagambo,12109669.936554,302741.748413849,102951.549898511
201,1106656.00170898,201,392196.462398767,201,0,201,0,201,1274459.625,Kyambura,1106656.00170898,27666.4000427246,9804.91155996919
202,34285758.5209961,202,25731616.8827772,202,18156413.6653442,202,13551766.9468765,202,9312901.73999023,Faro-Ouest,16129344.8556519,403233.621391296,304496.248397517
203,10338564.6811523,203,8240231.05367422,203,10475097.0845947,203,8322269.29428101,203,3805361.41577148,Voko-Bantandje,-136532.403442383,-3413.31008605957,-2050.95601516962
204,4783122.4564209,204,4088427.16242075,204,1126663.43287659,204,993633.220741272,204,2096268.17919922,Rey Bouba,3656459.02354431,91411.4755886078,77369.8485419869
205,2640311.45666504,205,2724237.60619164,205,1053370.61876678,205,1114814.08586884,205,2415231.40625,Mayo-Bidjou,1586940.83789825,39673.5209474564,40235.58800807
206,7320435.77416992,206,5568856.33580685,206,5867563.71942139,206,4497612.00671387,206,2254468.15478516,Campement des Rhinoceros,1452872.05474854,36321.8013687134,26781.1082273245
207,24064217.0686035,207,16705229.1889846,207,13852881.9564209,207,10022417.5039978,207,5931274.25170898,Ndock,10211335.1121826,255283.377804565,167070.292124671
208,18003780.7259521,208,13746649.3881524,208,8321371.01501465,208,6710534.842906,208,5940649.85668945,Mayo-Duele,9682409.7109375,242060.242773437,175902.863631159
209,34742540.0184326,209,24565305.9343278,209,31592832.1281891,209,22337019.9922638,209,9166099.20385742,Kourouk,3149707.89024353,78742.6972560883,55707.1485516012
210,4849797.55810547,210,4054799.74498153,210,3414762.42440796,210,2872827.36909485,210,1740902.39404297,Bel Eland,1435035.13369751,35875.8783424377,29549.309397167
211,12582395.0775146,211,9383527.90817618,211,11817642.1348877,211,8771798.34721375,211,4363014.31201172,Mayo Alim (Coba),764752.942626953,19118.8235656738,15293.239024061
212,17987437.2861328,212,12523293.3090985,212,10572007.9468384,212,7370868.34265137,212,4478459.75195312,Faro-Coron,7415429.33929443,185385.733482361,128810.624161178
213,16406429.1174316,213,12357692.3529983,213,15366652.6435547,213,11527893.4871826,213,5146755.79956055,Mayo-Oldiri-Nord,1039776.47387695,25994.4118469238,20744.971645391
214,19656916.4890137,214,12851495.1099098,214,13815774.887207,214,9125620.37854004,214,5723310.69091797,Mayo-Oldiri-Sud,5841141.60180664,146028.540045166,93146.8682842433
215,621359.94720459,215,544812.016367912,215,136043.051784515,215,99003.7713856697,215,577519.0234375,Pai River,485316.895420074,12132.9223855019,11145.2061245561
216,7248803.80529785,216,10959428.4699738,216,965572.904465675,216,1415583.87782526,216,7178585.67480469,Yankari,6283230.90083218,157080.772520804,238596.114803714
217,7427019.87213135,217,11421483.8410437,217,741247.511020422,217,1117670.34531069,217,6839854.59545898,Yankari,6685772.36111093,167144.309027773,257595.337393326
218,47360573.6520996,218,43146743.3963716,218,13891653.380127,218,13178382.4785614,218,15828667.3933105,Faro,33468920.2719727,836723.006799316,749209.022945255
219,45398868.4170532,219,54512244.0545499,219,0,219,0,219,14017097.895752,Parque Nacional de Banhine,45398868.4170532,1134971.71042633,1362806.10136375
220,2277892.61230469,220,4851873.41344953,220,0,220,0,220,1514101.84277344,Sabi Sand,2277892.61230469,56947.3153076172,121296.835336238
221,6048106.59729004,221,12776872.1791267,221,0,221,0,221,3618661.40551758,Sabi Sand,6048106.59729004,151202.664932251,319421.804478168
222,1909474.7220459,222,4264065.01716971,222,0,222,0,222,1376964.05883789,Manyeleti,1909474.7220459,47736.8680511475,106601.625429243
223,8323873.52246094,223,4305439.23425674,223,0,223,0,223,2087135.08496094,Tembe Elephant,8323873.52246094,208096.838061523,107635.980856419
224,111187985.404358,224,222196941.35775,224,0,224,0,224,78115626.333252,Kruger,111187985.404358,2779699.63510895,5554923.53394374
225,915946534.689575,225,228156515.514421,225,876178427.346924,225,218221699.232666,225,79638015.578125,Bangassou,39768107.3426514,994202.683566284,248370.407043886
226,331633719.59082,226,199101691.357774,226,324196148.857422,226,194874431.803711,226,64970485.2314453,Zone Pilote de la Sangba,7437570.73339844,185939.268334961,105681.488851565
227,115662675.810059,227,95431202.8328896,227,100791122.340485,227,81684533.5673523,227,27805732.7277832,Ouandjia-Vakaga,14871553.469574,371788.836739349,343666.731638432
228,208730179.329102,228,124474158.748537,228,197043565.328979,228,116993654.998901,228,41737336.8608398,Manovo-Gounda-Saint Floris,11686614.0001221,292165.350003052,187012.593740898
229,168170370.406494,229,121544752.274573,229,166999978.915283,229,120722256.272949,229,34394603.9631348,Gribingui-Bamingui,1170391.49121094,29259.7872802734,20562.4000405908
230,44157044.8120117,230,30506422.6084352,230,42652613.940918,230,29459655.2646484,230,8157212.70068359,Gribingui-Bamingui,1504430.87109375,37610.7717773437,26169.1835946679
231,21840918.8081055,231,15521142.1765268,231,21738832.4055176,231,15449318.0473633,231,4048496.22680664,Vassako-Bolo,102086.402587891,2552.16006469727,1795.60322908759
232,6163277.08251953,232,4657120.67645192,232,5872732.54638672,232,4447537.02392578,232,1220627.34350586,Avakaba Presidential Park,290544.536132812,7263.61340332031,5239.59131315351
233,29824861.3869629,233,20806555.2356422,233,29107015.7915039,233,20323364.3251953,233,6557217.29589844,Koukourou-Bamingui,717845.595458984,17946.1398864746,12079.7727611721
234,806495106.567871,234,362646263.964665,234,781511560.354614,234,350911001.638062,234,140447643.860352,Chinko,24983546.2132568,624588.655331421,293381.558165085
235,90341720.1795654,235,69688944.6045518,235,86036073.8121338,235,66422450.3354492,235,19125855.2126465,Manovo-Gounda-Saint Floris,4305646.36743164,107641.159185791,81662.3567275643
236,25967313.595459,236,17251976.6392291,236,1097062.2134285,236,724750.53465271,236,3979230.36865234,Uyumbu WMA,24870251.3820305,621756.284550762,413180.652614409
237,88212603.0405273,237,65737917.25564,237,33700078.2051859,237,23716465.865916,237,25436279.3789062,Lwafi-Nkamba G.R.,54512524.8353415,1362813.12088354,1050536.2847431
238,58749232.5214844,238,44468491.5988863,238,19541809.6702576,238,15170321.2892761,238,11931345.4204102,Piti O.A.(E),39207422.8512268,980185.57128067,732454.257740253
239,21318224.4621582,239,17607702.8548181,239,4845465.67529297,239,4161666.91564941,239,6010906.15087891,Piti O.A. (W),16472758.7868652,411818.969671631,336150.898479217
240,118519453.577637,240,51626776.0122657,240,33265656.7197418,240,14142869.8937759,240,19017541.963623,Chunya Lukawati O.A.,85253796.8578949,2131344.92144737,937097.652962244
241,33750486.5270996,241,24785793.1533396,241,14444315.1641541,241,10856890.6170349,241,10240596.5185547,Buyungu,19306171.3629456,482654.284073639,348222.563407618
242,156198318.674805,242,108371544.287246,242,35440207.2537117,242,25524555.8112717,242,29803029.2978516,Nikonga River,120758111.421093,3018952.78552732,2071174.71189937
243,157581451.39624,243,125086278.492016,243,31251445.786171,243,25050591.4080505,243,34377811.3999023,Nikonga River,126330005.610069,3158250.14025173,2500892.17709913
244,146765089.288574,244,77058865.4921234,244,53660556.2933502,244,24653799.1423111,244,28636473.0561523,Mwalye,93104532.995224,2327613.3248806,1310126.65874531
245,266944895.145996,245,150612772.25914,245,70221478.9457159,245,34974509.6257172,245,56592955.8735352,Mwalye,196723416.20028,4918085.405007,2890956.56583557
246,999922.90625,246,722439.768749475,246,49228.6161956787,246,38404.1753692627,246,311160.520019531,Songa,950694.290054321,23767.357251358,17100.8898345053
247,73642459.6726074,247,47765615.8988893,247,11214249.7780609,247,7079533.57810974,247,12554088.4760742,Ugalla North,62428209.8945465,1560705.24736366,1017152.05801949
248,72235046.9575195,248,32082364.6322429,248,7594671.76837921,248,3435250.20684052,248,11754364.3095703,Tongwe East,64640375.1891403,1616009.37972851,716177.86063506
249,32027262.5692139,249,22533767.7667618,249,6949252.14770508,249,4706645.23019409,249,8428757.58251953,Muipa,25078010.4215088,626950.26053772,445678.063414192
250,4252363.21142578,250,3019468.02874207,250,201403.610189438,250,142917.62100029,250,905890.590820312,Sikonge,4050959.60123634,101273.990030909,71913.7601935446
251,27487762.6859131,251,43471468.6126709,251,6868710.28884125,251,11032456.1651688,251,7202394.51806641,Ugunda,20619052.3970718,515476.309926796,810975.311187553
252,23433886.7116699,252,19742498.7939119,252,2388579.60382843,252,1964585.57937813,252,6447790.77661133,Mpembapazi,21045307.1078415,526132.677696037,444447.830363345
253,116796526.572266,253,84981507.9747796,253,25429595.8255386,253,18829521.5431709,253,30510988.9790039,Nyonga,91366930.746727,2284173.26866817,1653799.66079022
254,13014125.8613281,254,9123135.99486947,254,1988126.3132019,254,1527601.90007019,254,2196414.60302734,Usumbwa,11025999.5481262,275649.988703156,189888.352369982
255,18841145.3022461,255,12408563.5306597,255,506397.514493942,255,328506.194801331,255,4404685.10449219,Msaginia,18334747.7877522,458368.694693804,302001.433396459
256,138888204.814819,256,73836778.8582742,256,15553556.022049,256,7956581.59131432,256,26036757.9985352,Mulele Hills,123334648.79277,3083366.21981926,1647004.931674
257,100185647.595947,257,67276871.0106075,257,8609334.57051277,257,5698043.27175331,257,20475676.7016602,Mpanda Line,91576313.0254345,2289407.82563586,1539470.69347135
258,103018144.670166,258,70822081.0226619,258,14984865.0201988,258,9892892.31681442,258,22624327.3168945,Wala River,88033279.6499672,2200831.99124918,1523229.71764619
259,149910662.484009,259,74849059.0846479,259,9099197.68952942,259,4472284.78229046,259,22907185.8515625,Mpanda North East,140811464.794479,3520286.61986198,1759419.35755894
260,90403381.8873291,260,61029193.5694993,260,16164491.6411171,260,11232290.7582874,260,18904790.7158203,Ugalla River,74238890.246212,1855972.2561553,1244922.5702803
261,19583026.5585938,261,26203803.5218358,261,3487669.35948372,261,5235686.21505356,261,10443769.1650391,Swangala,16095357.19911,402383.929977751,524202.932669556
262,82819261.0537109,262,35214650.5939066,262,13562898.0157471,262,6001941.89260864,262,13636995.5537109,Lukwati,69256363.0379639,1731409.0759491,730317.71753245
263,64843533.4580078,263,38254303.4692049,263,14858659.1015663,263,6511789.00868797,263,13980782.2275391,Mahale Mountain,49984874.3564415,1249621.85891104,793562.861512923
264,84337050.4080811,264,82618044.4544077,264,7389544.09762478,264,6152754.79151511,264,31008029.1235352,Katavi  National Park,76947506.3104563,1923687.65776141,1911632.24157231
265,13682120.7280273,265,14688911.0194743,265,1076578.30884933,265,1152375.43168259,265,3940685.51708984,Uwanda,12605542.419178,315138.56047945,338413.389694792
266,69975519.6940918,266,69527616.9716537,266,48649076.1315918,266,46943317.4640503,266,24385338.1147461,Coutada Official N. 9,21326443.5625,533161.0890625,564607.487690085
267,122646442.469971,267,120533641.432738,267,94774533.8460693,267,93533373.200531,267,41523213.4482422,Coutada official N.13,27871908.6239014,696797.715597534,675006.705805182
268,109414173.080322,268,32262028.6662579,268,0,268,0,268,17060756.4287109,Coutada N. 12,109414173.080322,2735354.32700806,806550.716656446
269,57856012.3902588,269,29142363.9030397,269,0,269,0,269,17345862.2304688,Coutada Oficial N. 10,57856012.3902588,1446400.30975647,728559.097575992
270,6441386.77246094,270,3817889.20755386,270,1079875.65484619,270,622011.740844727,270,1706178.27880859,Regime de vigilancia extinta da coutada 13 (Kanga,5361511.11761475,134037.777940369,79896.9366677284
271,13901313.9736328,271,7334723.67814779,271,5638.931640625,271,4961.29174804688,271,4891707.11425781,Regime de Vigilancia da Extinta coutada N. 1 (Piro,13895675.0419922,347391.876049805,183244.059659994
272,6582562.11987305,272,3302637.20020056,272,1648908.83900833,272,876806.257714272,272,2610203.32299805,Liwonde,4933653.28086472,123341.332021618,60645.7735621572
273,14391280.6835938,273,6220784.82397199,273,7927225.66426086,273,3360867.46353149,273,4999802.50537109,Majete,6464055.01933289,161601.375483322,71497.9340110123
274,73903584.19104,274,42520889.8686647,274,720900,274,417800,274,25248456.8310547,Parque Nacional da Gorongosa,73182684.19104,1829567.104776,1052577.24671662
275,19994676.5918884,275,27470780.354023,275,0,275,0,275,11665346.2939453,Marromeu,19994676.5918884,499866.914797211,686769.508850574
276,8262970.7722168,276,10011524.3330777,276,0,276,0,276,4834254.47998047,Coutada Oficial N. 14,8262970.7722168,206574.26930542,250288.108326942
277,56961897.5068359,277,22372944.9418664,277,0,277,0,277,12115954.0864258,Coutada N. 11,56961897.5068359,1424047.4376709,559323.62354666
278,970194.666992188,278,434813.004720211,278,1439363.58398438,278,687297.488037109,278,229113.063964844,Gewane,-469168.916992188,-11729.2229248047,-6312.11208292246
279,612119.137939453,279,505347.691577673,279,1112360.29199219,279,922378.546630859,279,479179.464355469,Alledeghi,-500241.154052734,-12506.0288513184,-10425.7713763297
280,0,280,0,280,0,280,0,280,0,Yangudi Rassa,0,0,0
281,749752.747436523,281,974813.780260086,281,2077338.72021484,281,2601985.33227539,281,464896.045410156,Eastern Hararghe (Harar-Wabi Shebelle),-1327585.97277832,-33189.649319458,-40679.2888003826
282,521378.418457031,282,379995.189583302,282,0,282,0,282,118056.470947266,Kitapilimwa,521378.418457031,13034.4604614258,9499.87973958254
283,1453936.11914062,283,532323.642796278,283,0,283,0,283,327276.619140625,Ruhidji/Ifinga O.A.,1453936.11914062,36348.4029785156,13308.0910699069
284,1667685.03027344,284,567632.128959894,284,0,284,0,284,330964.170898438,Tamburu,1667685.03027344,41692.1257568359,14190.8032239974
285,598014.70703125,285,161296.758979559,285,0,285,0,285,154200.418945312,North Maramagambo,598014.70703125,14950.3676757812,4032.41897448897
286,887712.764526367,286,316851.767277718,286,0,286,0,286,985522.470703125,Kigezi,887712.764526367,22192.8191131592,7921.29418194294
287,547858.861328125,287,563953.650987148,287,58015.5732421875,287,81197.6074829102,287,224584.809082031,Ulyankulu,489843.288085938,12246.0822021484,12068.901087606
288,1572849.90722656,288,429591.642433405,288,87530.0003662109,288,31042.953578949,288,248677.002929688,Kungwe Bay,1485319.90686035,37132.9976715088,9963.7172213614
289,1728639.80273438,289,1208332.44151473,289,119647.70123291,289,84042.1080932617,289,417651.356445312,Ilunde,1608992.10150146,40224.8025375366,28107.2583355367
290,79682.1401367188,290,130989.451777935,290,58463.138671875,290,97400.1442871094,290,56650.6772460938,Naibunga Conservancy Trust,21219.0014648438,530.475036621094,839.732687270641
291,60186971.5964355,291,35269211.3873541,291,0,291,0,291,17089136.8017578,Luhombero Luwegu,60186971.5964355,1504674.28991089,881730.284683853
292,26616884.6694946,292,9339560.24352312,292,11010384.8394165,292,3838785.16708183,292,22557481.4379883,Virunga,15606499.8300781,390162.495751953,137519.376911032
293,2532553.58227539,293,5429569.96222734,293,0,293,0,293,1483939.46459961,Sabie Sands Private Nature Reserve,2532553.58227539,63313.8395568848,135739.249055684
294,17926599.0440674,294,16754354.008615,294,3883425.95358849,294,3633605.11358166,294,9416579.48632812,Bouba Ndjida,14043173.0904789,351079.327261972,328018.722375834
295,19758888.2196045,295,16189492.9949462,295,7044695.58022308,295,5678586.53310394,295,7704566.6394043,Benoue,12714192.6393814,317854.815984535,262772.661546057
296,185307740.36084,296,89424590.200299,296,24128502.6436768,296,11665432.8053207,296,33022311.5649414,Mulele Hills,161179237.717163,4029480.94292908,1943978.93487446
297,5592772.30566406,297,3514127.81719565,297,267942.873413086,297,173963.728134155,297,1082452.20947266,Uvinza,5324829.43225098,133120.735806274,83504.1022265375
298,84240661.0026855,298,53150837.4926388,298,11124588.4755402,298,7807728.9017868,298,18637657.4204102,Rungwa River,73116072.5271454,1827901.81317863,1133577.7147713
299,31844571.4417725,299,35776728.1176507,299,3140315.5313797,299,3404525.08057213,299,7092465.61083984,Wala River,28704255.9103928,717606.397759819,809305.075926965
300,83543.3657226562,300,57697.6856708527,300,320638.65234375,300,234852.641845703,300,110580.87890625,Afdem-Gewane,-237095.286621094,-5927.38216552734,-4428.87390437126
301,135691.775512695,301,204201.021790504,301,3234.63206672668,301,4120.14458847046,301,87854.5869140625,Bwabwata,132457.143445969,3311.42858614922,5002.02193005085
302,1695912.33398438,302,461385.033750534,302,0,302,0,302,321425.808105469,Nyanganje,1695912.33398438,42397.8083496094,11534.6258437634
303,223298.55078125,303,197044.271451235,303,226160.212402344,303,201362.614746094,303,129024.662109375,Lwala,-2861.66162109375,-71.5415405273438,-107.958582371473
304,0,304,0,304,0,304,0,304,0,Khutse,0,0,0
305,2889232.89331055,305,2980429.25149202,305,1985432.71679688,305,2086611.37756348,305,1103278.72265625,Lumimba,903800.176513672,22595.0044128418,22345.4468482137
306,240488035.74884,306,174715155.049253,306,2987307.27929688,306,1097043.55566406,306,68913482.0852051,Reserva Parcial de Caça do Niassa,237500728.469543,5937518.21173859,4340452.78733971
307,2204058.30371094,307,1011720.39564848,307,2481497.79931641,307,1141698.29443359,307,545648.761230469,Lumimba,-277439.495605469,-6935.98739013672,-3249.44746962786
308,5783691.87084961,308,2499698.06078076,308,3842816.75732422,308,1650102.6706543,308,1099584.73144531,Mukungule,1940875.11352539,48521.8778381348,21239.8847531617
309,225633.344543457,309,109101.475799084,309,0,309,0,309,195297.073730469,Kiunga,225633.344543457,5640.83361358643,2727.53689497709
310,0,310,0,310,0,310,0,310,0,Uukolonkadhi Ruacana,0,0,0
311,2643359.12719727,311,2033924.9114573,311,0,311,0,311,991324.013183594,Zoraninge,2643359.12719727,66083.9781799316,50848.1227864325
312,1018486.13592529,312,417537.831681967,312,638010.297607422,312,264921.027282715,312,869808.220703125,Loliondo GCA,380475.838317871,9511.89595794678,3815.4201099813
313,505371.058044434,313,862246.39929533,313,96651.6421966553,313,170936.212303162,313,631934.0390625,Ol Pejeta Conservancy,408719.415847778,10217.9853961945,17282.7546748042
314,61985365.8363647,314,40000042.5281823,314,14042193.6358681,314,8613971.51302528,314,33125504.6137695,Murchison Falls,47943172.2004967,1198579.30501242,784651.775378925
315,5847875.92822266,315,1952423.94011021,315,372181.010541916,315,130690.484386683,315,3566331.46142578,Toro,5475694.91768074,136892.372942018,45543.3363930881
316,1314608.84472656,316,919677.903819084,316,472776.342681885,316,308116.100982666,316,575521.803710938,Mondo Missa,841832.502044678,21045.8125511169,15289.0450709105
317,4566863.92163086,317,2718647.68084288,317,3508740.94061279,317,2082314.65516663,317,2567318.48339844,Garamba,1058122.98101807,26453.0745254517,15908.3256419063
318,77226232.0153809,318,51399675.8388937,318,33543883.0019455,318,21989199.4914322,318,39856839.065918,Garamba,43682349.0134354,1092058.72533588,735261.908686537
319,237182285.830078,319,147516190.290844,319,132752759.242249,319,81304958.7019348,319,50832965.0161133,Zemongo,104429526.58783,2610738.16469574,1655280.78972274
320,22066008.2097168,320,15464417.0475423,320,13406522.1330261,320,9395463.35894775,320,7141341.69042969,Ruiga River,8659486.07669067,216487.151917267,151723.842214865
321,23096302.6071777,321,16228076.6296864,321,14199287.4975662,321,9971574.66877747,321,7594450.62255859,Ruiga River,8897015.10961151,222425.377740288,156412.549022722
322,9926923.95874023,322,8055474.04754758,322,1112738.20532465,322,824880.071504116,322,3616573.80566406,Kasongoye,8814185.75341558,220354.64383539,180764.849401087
323,12506486.2408142,323,14113675.0671744,323,4718753.83415794,323,5347423.86385918,323,8384843.85302734,Akagera,7787732.40665627,194693.310166407,219156.280082881
324,0,324,0,324,0,324,0,324,0,Otuzemba,0,0,0
325,0,325,0,325,0,325,0,325,0,Uibasen Twyfelfontein,0,0,0
326,0,326,0,326,0,326,0,326,0,Ehirovipuka,0,0,0
327,0,327,0,327,0,327,0,327,0,Ozondundu,0,0,0
328,0,328,0,328,0,328,0,328,0,Orupupa,0,0,0
329,0,329,0,329,0,329,0,329,0,Otjambangu,0,0,0
330,0,330,0,330,0,330,0,330,0,Doro nawas,0,0,0
331,0,331,0,331,0,331,0,331,0,Omatendeka,0,0,0
332,0,332,0,332,0,332,0,332,0,Sheya Shuushona,0,0,0
333,0,333,0,333,0,333,0,333,0,Anabeb,0,0,0
334,0,334,0,334,0,334,0,334,0,Sesfontein,0,0,0
335,0,335,0,335,0,335,0,335,0,King Nehale,0,0,0
336,0,336,0,336,0,336,0,336,0,Torra,0,0,0
337,0,337,0,337,0,337,0,337,0,Otjimboyo,0,0,0
338,0,338,0,338,0,338,0,338,0,Tsiseb,0,0,0
339,0,339,0,339,0,339,0,339,0,Okangundumba,0,0,0
340,0,340,0,340,0,340,0,340,0,Ongongo,0,0,0
341,0,341,0,341,0,341,0,341,0,Puros,0,0,0
342,0,342,0,342,0,342,0,342,0,Okondjombo,0,0,0
343,0,343,0,343,0,343,0,343,0,Otjikondavirongo,0,0,0
344,0,344,0,344,0,344,0,344,0,Otjombande,0,0,0
345,0,345,0,345,0,345,0,345,0,Okongoro,0,0,0
346,0,346,0,346,0,346,0,346,0,Hobatere,0,0,0
347,0,347,0,347,0,347,0,347,0,Etendeka,0,0,0
348,0,348,0,348,0,348,0,348,0,Palmwag,0,0,0
349,1513864.78613281,349,2488621.63065076,349,197883.478820801,349,335302.842346191,349,420889.353027344,Etosha,1315981.30731201,32899.5326828003,53832.9697076142
350,0,350,0,350,0,350,0,350,0,Skeleton Coast Park,0,0,0
351,0,351,0,351,0,351,0,351,0,National West Coast Recreation Area,0,0,0
352,0,352,0,352,0,352,0,352,0,Kgalagadi Transfrontier Park,0,0,0
353,0,353,0,353,0,353,0,353,0,Kalahari Gemsbok (Kgalagadi Transfrontier Park),0,0,0
354,0,354,0,354,0,354,0,354,0,Eiseb,0,0,0
355,0,355,0,355,0,355,0,355,0,Ondjou,0,0,0
356,0,356,0,356,0,356,0,356,0,Omuramba Ua Mbinda,0,0,0
357,916432.921905518,357,1474555.56287169,357,282204.278892517,357,430692.698852539,357,879457.751953125,Nyae Nyae,634228.643013,15855.716075325,26096.5716004789
358,62237.2453613281,358,126190.672850609,358,12689.0093383789,358,25793.2248535156,358,78424.7568359375,Na Jaqna,49548.2360229492,1238.70590057373,2509.93619992733
359,1820381.55761719,359,3451091.36691093,359,139341.484864235,359,264075.030682087,359,878722.687011719,Khaudum,1681040.07275295,42026.0018188238,79675.4084057212
360,2834198.43652344,360,4204650.50004721,360,1029138.79138184,360,1509428.33349609,360,1242550.38134766,Ndotos Range,1805059.6451416,45126.49112854,67380.5541637778
361,19055241.5079346,361,19787353.4336686,361,5367706.52575684,361,5914804.27441406,361,7218319.05371094,Matthews Range,13687534.9821777,342188.374554443,346813.728981364
362,1234649.83398438,362,369732.394993305,362,362708.629882812,362,109948.233154297,362,518758.434082031,Marsabit,871941.204101562,21798.5301025391,6494.60404597521
363,7169823.26208496,363,8982633.62654448,363,6981484.40722656,363,8633235.25048828,363,5165331.19091797,Zulia,188338.854858398,4708.47137145996,8734.95940140486
364,83312.8583984375,364,100566.898441315,364,106526.375976562,364,126366.393554688,364,48063.2045898438,Zulia,-23213.517578125,-580.337939453125,-644.98737783432
365,32599.6181640625,365,62912.7113521099,365,12255.890625,365,23656.376953125,365,14313.5927734375,Kalama Community Wildlife Conservancy,20343.7275390625,508.593188476562,981.408359974623
366,13275.9931640625,366,6219.38400268555,366,7925.9423828125,366,3713.05419921875,366,8397.23828125,Ltungai Community Conservancy Trust,5350.05078125,133.75126953125,62.6582450866699
367,21706.861328125,367,39916.3456976414,367,26375.5615234375,367,48501.53125,367,15953.5849609375,Meibae Community Conservancy,-4668.7001953125,-116.717504882813,-214.629638808966
368,525702.394042969,368,837997.783559561,368,384756.034667969,368,625480.393554688,368,333702.727050781,Mpus Kutuk Community Conservancy,140946.359375,3523.658984375,5312.93475012183
369,409468.900878906,369,710394.437134266,369,237686.040771484,369,427721.266723633,369,282268.445800781,Naibunga Conservancy Trust,171782.860107422,4294.57150268555,7066.82926026583
370,0,370,0,370,0,370,0,370,0,Sera Community Conservancy,0,0,0
371,0,371,0,371,0,371,0,371,0,Shura Community Conservancy,0,0,0
372,0,372,0,372,0,372,0,372,0,West Gate Community Conservancy,0,0,0
373,0,373,0,373,0,373,0,373,0,Segera,0,0,0
374,5880.47900390625,374,1592.98281669617,374,11346.373046875,374,3073.6572265625,374,7044.970703125,Ngorare,-5465.89404296875,-136.647351074219,-37.0168602466583
375,0,375,0,375,0,375,0,375,0,Ol Jogi Ranch,0,0,0
376,0,376,0,376,0,376,0,376,0,Mpala,0,0,0
377,0,377,0,377,0,377,0,377,0,Loisaba Wilderness,0,0,0
378,14584.2216796875,378,28260.2684855461,378,8128.69384765625,378,15751.205078125,378,9112.341796875,Mugie,6455.52783203125,161.388195800781,312.726585185528
379,127811.206054688,379,245842.841267586,379,105759.231445312,379,203371.78125,379,81784.8662109375,Laikipia,22051.974609375,551.299365234375,1061.77650043964
380,5333591.08190918,380,7425916.27536416,380,6276548.2253418,380,8758678.16711426,380,2188653.86425781,Murle,-942957.143432617,-23573.9285858154,-33319.0472937524
