ID,abc_sum_tonne_km2_2010,ID,bgc_sum_tonne_km2_2010,ID,abc_sum_tonne_km2_2050,ID,bgc_sum_tonne_km2_2050,ID,soc_sum,Name,abc_sum_tonne_km2_difference_annual,bgc_sum_tonne_km2_difference_annual
359,1578999.98339844,359,843829.90625,359,340440.192812681,359,199547.654724121,359,359928.287597656,Karuma,30963.9947646439,16107.056288147
360,735674.758850098,360,757184.032531738,360,278910.196107626,360,301283.120330811,360,426511.768066406,Kasane,11419.1140685618,11397.5228050232
361,293846598.452881,361,141031332.094238,361,192558773.579001,361,96796269.796875,361,32415888.8669434,Kasanga,2532195.62184699,1105876.55743408
362,293846598.452881,362,141031332.094238,362,192558773.579001,362,96796269.796875,362,32415888.8669434,Kasanga,2532195.62184699,1105876.55743408
363,4589515.81640625,363,2166628.58691406,363,2969028.03056836,363,1365172.13671875,363,437553.883300781,Kasanga,40512.1946459472,20036.4112548828
364,4589515.81640625,364,2166628.58691406,364,2969028.03056836,364,1365172.13671875,364,437553.883300781,Kasanga,40512.1946459472,20036.4112548828
365,79449.142578125,365,78201.33984375,365,0,365,0,365,28319.1577148438,Kasanga,1986.22856445313,1955.03349609375
366,79449.142578125,366,78201.33984375,366,0,366,0,366,28319.1577148438,Kasanga,1986.22856445313,1955.03349609375
367,0,367,0,367,0,367,0,367,0,Kasanga Ranch,0,0
368,0,368,0,368,0,368,0,368,0,Kasigau,0,0
369,1709964.94043732,369,2511631.82936096,369,287770.540750027,369,423661.79845047,369,509974.949707031,Kasika,35554.8599921823,52199.2507727623
370,206619195.125732,370,122972324.312012,370,155450135.516989,370,86855026.2386475,370,25490102.4143066,Kasonso-Busanga,1279226.49021858,902932.451834106
371,206619195.125732,371,122972324.312012,371,155450135.516989,371,86855026.2386475,371,25490102.4143066,Kasonso-Busanga,1279226.49021858,902932.451834106
372,402307487.499527,372,410792320.230957,372,250256618.408597,372,261991674.864609,372,91884682.3505859,Kasonso-Busanga,3801271.72727326,3720016.13415871
373,402307487.499527,373,410792320.230957,373,250256618.408597,373,261991674.864609,373,91884682.3505859,Kasonso-Busanga,3801271.72727326,3720016.13415871
374,82228238.4312744,374,82817697.9975586,374,7206193.07591319,374,6324835.11168861,374,22443071.6838379,Katavi,1875551.13388403,1912321.57214675
375,869787.313964844,375,454858.294921875,375,0,375,0,375,182854.324707031,Katundu,21744.6828491211,11371.4573730469
376,781165.548339844,376,314402.223388672,376,278283.20223093,376,115918.278320312,376,254805.857910156,Kazanamena,12572.0586527228,4962.09862670898
377,244432.94140625,377,129983.007507324,377,0,377,0,377,178917.81640625,Kazimzumbwi,6110.82353515625,3249.57518768311
378,126784.442993164,378,194707.987792969,378,11735.6372356415,378,16853.913942337,378,104393.944091797,Kazuma,2876.22014393806,4446.35184626579
379,126784.442993164,379,194707.987792969,379,11735.6372356415,379,16853.913942337,379,104393.944091797,Kazuma,2876.22014393806,4446.35184626579
380,933462.360229492,380,1374038.63134766,380,339224.323982,380,525201.102630615,380,674747.228881836,Kazuma,14855.9509061873,21220.938217926
381,933462.360229492,381,1374038.63134766,381,339224.323982,381,525201.102630615,381,674747.228881836,Kazuma,14855.9509061873,21220.938217926
382,176925.148193359,382,315898.126464844,382,26706.637609005,382,45642.0273590088,382,150218.546630859,Kazuma Pan,3755.46276460886,6756.40247764587
383,0,383,0,383,0,383,0,383,0,KD/01,0,0
384,0,384,0,384,0,384,0,384,0,KD/02,0,0
385,0,385,0,385,0,385,0,385,0,Kgalagadi Transfrontier Park,0,0
386,1608088.3203125,386,3022788.74365234,386,122803.368461132,386,233870.927494049,386,639648.137939453,Khaudum,37132.1237962842,69722.9454039574
387,0,387,0,387,0,387,0,387,0,Khoadi-Hôas,0,0
388,0,388,0,388,0,388,0,388,0,Khutse,0,0
389,172880.126953125,389,151736.244628906,389,3005.20275831223,389,2585.48188018799,389,69640.705078125,Kiamawe,4246.87310487032,3728.76906871796
390,0,390,0,390,0,390,0,390,5905.44921875,Kiav Island,0,0
391,42793.455078125,391,14590.5297851562,391,20906.4895153046,391,7466.603515625,391,20584.11328125,Kibao,547.174139070511,178.098156738281
392,0,392,0,392,0,392,0,392,0,Kibwezi,0,0
393,5603321.59277344,393,1530770.29248047,393,0,393,0,393,761556.511474609,Kichi Hills,140083.039819336,38269.2573120117
394,207174.279663086,394,261836.056396484,394,193318.283873796,394,250466.95703125,394,99478.2177734375,Kidepo,346.399894732237,284.227484130859
395,878068.143188477,395,322866.753265381,395,0,395,0,395,695582.096679688,Kigezi,21951.7035797119,8071.66883163452
396,49818.8627929688,396,96340.48046875,396,9791.38201475143,396,18924.0097045898,396,43650.099609375,Kigio,1000.68701945543,1935.411769104
397,1083352.48828125,397,309198.8125,397,746542.497450113,397,213497.177734375,397,334415.268554688,Kigogo,8420.24977077842,2392.54086914063
398,164018.103515625,398,112498.69140625,398,0,398,0,398,42483.8596191406,Kigongkwe,4100.45258789063,2812.46728515625
399,76550931.9699707,399,52763479.1304932,399,12282133.4514141,399,8498537.21136475,399,11125498.4887695,Kigosi,1606719.96296391,1106623.54797821
400,78825067.824707,400,56936916.0878906,400,7382473.99981022,400,5726445.22950363,400,10485360.1333008,Kigosi C,1786064.84562242,1280261.77145967
401,81289012.8134766,401,55184290.7397461,401,24360019.1796303,401,17409425.9983597,401,10445678.3217773,Kigosi E,1423224.84084616,944371.61853466
402,296257528.354492,402,213522031.776245,402,49378388.9924943,402,37240135.4226532,402,41060375.8508301,Kigosi GR (Merged Blocks),6171978.48404995,4407047.4088398
403,58246163.0634766,403,47513709.5253906,403,5216136.1939311,403,5509505.12646484,403,8802405.17041016,Kigosi S,1325750.67173864,1050105.10997314
404,30952.65234375,404,12153.1884765625,404,0,404,0,404,14720.3256835938,Kihanga,773.81630859375,303.829711914062
405,53582.6103515625,405,17783.5502929688,405,0,405,0,405,17340.1298828125,Kihiriri,1339.56525878906,444.588757324219
406,50326.8122558594,406,75674.8201904297,406,27671.1098790169,406,36618.5550842285,406,118258.662597656,Kijereshi,566.392559421063,976.406627655029
407,169014.742675781,407,123068.92578125,407,0,407,0,407,57398.2973632812,Kikale,4225.36856689453,3076.72314453125
408,133017.795410156,408,84813.7600097656,408,0,408,0,408,59352.3076171875,Kikoka,3325.44488525391,2120.34400024414
409,30475.3095703125,409,24037.8291015625,409,0,409,0,409,20077.9697265625,Kikongoloi,761.882739257813,600.945727539063
410,0,410,0,410,0,410,0,410,0,Kikongoro,0,0
411,3113270.43945312,411,1394658.07226562,411,691353.267115355,411,343663.704101562,411,514931.293945312,Kikuru,60547.9293084443,26274.8592041016
412,1633847.15625,412,505294.370605469,412,0,412,0,412,414193.4375,Kilanga (Nilo),40846.17890625,12632.3592651367
413,139691.064453125,413,47184.9814453125,413,0,413,0,413,45581.3642578125,Kilengwe,3492.27661132812,1179.62453613281
414,0,414,0,414,0,414,0,414,0,Kileo East,0,0
415,49892613.7189941,415,16995052.9829102,415,0,415,0,415,17952033.3237305,Kilimanjaro,1247315.34297485,424876.324572754
416,1244749.34375,416,474472.176757812,416,0,416,0,416,382414.133300781,Kilindi,31118.73359375,11861.8044189453
417,0,417,0,417,0,417,0,417,0,Kilitome,0,0
418,57514670.7148438,418,18962185.1782227,418,0,418,0,418,11714862.3261719,Kilombero,1437866.76787109,474054.629455566
419,53744527.7714844,419,18095511.8823242,419,0,419,0,419,11385437.7124023,Kilombero,1343613.19428711,452387.797058105
420,16937788.1403809,420,14783934.0310059,420,0,420,0,420,5496625.171875,Kilombero Bomayaulanga,423444.703509521,369598.350775147
421,13611693.0305176,421,10380197.3764648,421,0,421,0,421,6666067.33398438,Kilombero Malinyi,340292.325762939,259504.934411621
422,24916562.2976074,422,21940641.507019,422,489068.448543549,422,136283.098632812,422,9994214.55639648,Kilombero Mlimba,610687.346226597,545108.960209656
423,14215426.6896973,423,17144535.2454834,423,0,423,0,423,6743845.26171875,Kilombero Mngeta,355385.667242432,428613.381137085
424,19371297.9455566,424,12514786.4331055,424,0,424,0,424,6498577.31542969,Kilwa Mbwemkuru,484282.448638916,312869.660827637
425,20246404.3686523,425,13941994.8607178,425,0,425,0,425,7478424.90234375,Kilwa N,506160.109216309,348549.871517944
426,35890684.0844727,426,20065007.5148926,426,0,426,0,426,8540716.06030273,Kilwa Nakui,897267.102111816,501625.187872314
427,23455851.9046631,427,15398475.6729736,427,0,427,0,427,5542680.54516602,Kilwa S,586396.297616577,384961.891824341
428,130430.265625,428,46874.583984375,428,0,428,0,428,38461.9907226562,Kimboza,3260.756640625,1171.86459960938
429,10960952.3175049,429,10830707.2211914,429,1396362.96623945,429,1567588.27224827,429,7402676.85351562,Kimisi,239114.733781636,231577.973723578
430,172318.771484375,430,62751.5673828125,430,0,430,0,430,67345.6953125,Kindoroko,4307.96928710937,1568.78918457031
431,0,431,0,431,0,431,0,431,0,King Nehale,0,0
432,121778.033691406,432,177706.197265625,432,0,432,0,432,32485.1726074219,Kingoma,3044.45084228516,4442.65493164063
433,9354.2451171875,433,17221.724609375,433,3604.23188209534,433,6635.60595703125,433,6295.544921875,Kingongoro,143.750330877304,264.652966308594
434,34221.5131835938,434,40351.6452636719,434,7140.22263884544,434,8361.50079345703,434,42882.919921875,Kinja,677.032263618708,799.753611755371
435,0,435,0,435,0,435,0,435,0,Kinyerezi,0,0
436,96176.6110839844,436,63673.0404052734,436,0,436,0,436,45084.1860351562,Kipo,2404.41527709961,1591.82601013184
437,132628.197265625,437,43918.5498046875,437,0,437,0,437,55582.3486328125,Kiranga Hengae,3315.70493164063,1097.96374511719
438,331200.869140625,438,125310.745117188,438,0,438,0,438,151191.78125,Kiranzi Kitunguu,8280.02172851562,3132.76862792969
439,45320.701171875,439,21087.3054199219,439,0,439,0,439,22567.5268554688,Kiriguru,1133.01752929687,527.182635498047
440,440048.37109375,440,139996.732910156,440,0,440,0,440,160798.676757812,Kisima Gonja,11001.2092773438,3499.91832275391
441,6295539.00683594,441,2096502.80712891,441,0,441,0,441,1995671.94873047,Kisinga Lugaro,157388.475170898,52412.5701782227
442,16020.828125,442,4182.1435546875,442,0,442,0,442,5056.7861328125,Kisiwani,400.520703125,104.553588867188
443,725663.556640625,443,490381.033203125,443,0,443,0,443,132549.087402344,Kitapilimwa,18141.5889160156,12259.5258300781
444,99261.6782226562,444,37589.2683105469,444,0,444,0,444,88448.3974609375,Kitara Ridge,2481.54195556641,939.731707763672
445,0,445,0,445,0,445,0,445,0,Kitenden,0,0
446,0,446,0,446,0,446,0,446,0,Kitirua,0,0
447,26247.826171875,447,10983.1328125,447,0,447,0,447,9527.5693359375,Kitivo North,656.195654296875,274.5783203125
448,23920.953125,448,7315.2763671875,448,0,448,0,448,9326.3828125,Kitivo South,598.023828125,182.881909179688
449,1082772.54296875,449,368600.800292969,449,0,449,0,449,187172.472167969,Kitope Hill,27069.3135742188,9215.02000732422
450,477007.417480469,450,300774.285644531,450,0,450,0,450,247784.497070312,Kitulanghalo,11925.1854370117,7519.35714111328
451,25636.904296875,451,8011.53271484375,451,0,451,0,451,7131.3623046875,Kitulio,640.922607421875,200.288317871094
452,10798116.3476562,452,4230135.09643555,452,5153923.79239202,452,2116045.64025879,452,6074735.8203125,Kitulo Plateau,141104.813881606,52852.2364044189
453,674658.549560547,453,880278.429077148,453,0,453,0,453,668370.256103516,Kitwai N,16866.4637390137,22006.9607269287
454,2298652.60913086,454,2585970.59179688,454,0,454,0,454,1372438.81884766,Kitwai SE,57466.3152282715,64649.2647949219
455,9429153.04626465,455,16839155.3383789,455,0,455,0,455,2982330.80395508,Kitwai SW,235728.826156616,420978.883459473
456,60026.123046875,456,19297.4248046875,456,19938.9551222324,456,6410.05053710938,456,19947.025390625,Kitweli,1002.17919811606,322.184356689453
457,1024353.14710999,457,726437.445472717,457,0,457,0,457,677644.094970703,Kiunga Marine,25608.8286777496,18160.9361368179
458,0,458,0,458,0,458,0,458,0,Kiutu,0,0
459,311866.12890625,459,123863.180664062,459,0,459,0,459,123535.786621094,Kiverenge,7796.65322265625,3096.57951660156
460,1386790.91992188,460,758660.619140625,460,0,460,0,460,216685.149414062,Kiwengoma,34669.7729980469,18966.5154785156
461,622144.009765625,461,202816.063476562,461,0,461,0,461,151817.196289062,Kiwengwa Pongwe,15553.6002441406,5070.40158691406
462,16913249.5292969,462,25697012.2397461,462,10756724.6327817,462,16323024.2272949,462,5435800.51147461,Kizigo C,153913.122412878,234349.700311279
463,19625285.3068848,463,33806343.2075195,463,7599134.41253901,463,13032644.6723633,463,5143864.06030273,Kizigo E 2,300653.772358644,519342.463378906
464,23465104.7363281,464,42404419.5532227,464,4341393.08097959,464,6861205.40942383,464,4711675.64746094,Kizigo E1,478092.791383713,888580.353594971
465,81561757.7785645,465,125653886.883789,465,38997992.8771973,465,54273180.6965332,465,20768223.6079102,Kizigo GR (Merged Blocks),1064094.12253418,1784517.6546814
466,21558118.2060547,466,23746111.8833008,466,16300740.7508969,466,18056306.3874512,466,5476883.38867188,Kizigo W,131434.436378944,142245.13739624
467,925157.443115234,467,1894265.13720703,467,0,467,0,467,412849.674316406,Klaserie,23128.9360778809,47356.6284301758
468,0,468,0,468,0,468,0,468,0,Koko Hill,0,0
469,344056.404785156,469,185754.362060547,469,0,469,0,469,149116.736083984,Kome,8601.41011962891,4643.85905151367
470,868481.438964844,470,250293.555297852,470,80922.7915465832,470,23224.7983207703,470,114809.504394531,Kome Island,19688.9661854565,5676.71892442703
471,0,471,0,471,0,471,0,471,0,Konga,0,0
472,7329.9619140625,472,12673.298828125,472,1024.85955357552,472,1771.95349121094,472,7875.10888671875,Kongoni,157.627559012175,272.533633422852
473,223981.078125,473,67815.4431152344,473,0,473,0,473,55035.8315429688,Kora,5599.526953125,1695.38607788086
474,1703808.27490234,474,884465.166381836,474,0,474,0,474,530431.364257812,Korogwe Fuel,42595.2068725586,22111.6291595459
475,29532207.4541016,475,20666455.3022461,475,28827544.3555832,475,20186399.6889648,475,4706252.93676758,Koukourou-Bamingui,17616.5774629593,12001.3903320312
476,34868715.546875,476,24492729.0205078,476,31724411.3475263,476,22256066.1163025,476,6702575.35864258,Kourouk,78607.6049837172,55916.5726051331
477,1386189.80636597,477,2158152.54187012,477,86839.3665015697,477,136603.494293213,477,1159541.76489258,Kourtiagou,32483.7609966099,50538.7261894226
478,110020397.430237,478,220007978.107819,478,0,478,0,478,60609973.2924805,Kruger,2750509.93575592,5500199.45269546
479,98737.8203125,479,172457.849609375,479,14516.6618049145,479,24142.7133789062,479,20213.1833496094,Kunene River,2105.52896268964,3707.87840576172
480,2005253.90917969,480,642580.535644531,480,296239.747750759,480,124456.651985168,480,308588.091308594,Kungwe Bay,42725.3540357232,12953.0970914841
481,165754.954589844,481,77680.8996582031,481,3869.2999124527,481,1786.37330436707,481,101960.890625,Kurwirwi,4047.14136693478,1897.3631588459
482,0,482,0,482,0,482,0,482,0,KW/2,0,0
483,11026.265625,483,3085.06884765625,483,0,483,0,483,4350.89599609375,Kwamarukanga,275.656640625,77.1267211914062
484,334672.59375,484,91256.767578125,484,0,484,0,484,80059.6098632812,Kwamgumi,8366.81484375,2281.41918945312
485,259838.412109375,485,71533.2353515625,485,0,485,0,485,69639.275390625,Kwamrimba,6495.96030273437,1788.33088378906
486,572172.636474609,486,674728.160400391,486,80293.9283192158,486,98817.4759674072,486,351521.01171875,Kwandu,12296.9677038848,14397.7671108246
487,62739.2353515625,487,28226.9416503906,487,0,487,0,487,43708.138671875,Kwangola,1568.48088378906,705.673541259766
488,309485.61328125,488,136797.870117188,488,0,488,0,488,146134.882324219,Kwani,7737.14033203125,3419.94675292969
489,560531.435546875,489,196089.720703125,489,0,489,0,489,155836.324707031,Kwasumba,14013.2858886719,4902.24301757812
490,22124.5712890625,490,27701.1767578125,490,0,490,0,490,16894.38671875,Kwekanda,553.114282226563,692.529418945312
491,23043.12109375,491,8485.720703125,491,0,491,0,491,9752.04296875,Kwembago,576.07802734375,212.143017578125
492,666143.701171875,492,292173.729980469,492,0,492,0,492,208865.978027344,Kwizu,16653.5925292969,7304.34324951172
493,1046100.80737305,493,383878.385009766,493,0,493,0,493,922321.090820312,Kyambura,26152.5201843262,9596.95962524414
494,263211.633789062,494,83777.171875,494,176674.201983213,494,55836.2123413086,494,233647.734375,Kyanyari,2163.43579514623,698.523988342285
495,17704.3110351562,495,7803.01123046875,495,13347.4214673042,495,5882.75244140625,495,18278.3823242188,Kyarano,108.922239196301,48.0064697265625
496,252693.955078125,496,112407.228515625,496,158210.452377796,496,70438.5424804688,496,121908.237304688,Kyejo,2362.08756750822,1049.21715087891
497,238875.673828125,497,70793.2651367188,497,141808.907753229,497,42000.1728515625,497,100520.478515625,Kyosa,2426.6691518724,719.827307128906
498,9139852.70947266,498,6109481.59887695,498,0,498,0,498,2077212.36474609,L1,228496.317736816,152737.039971924
499,126017.720703125,499,223272.000976562,499,102952.600669861,499,182416.555664062,499,65877.23828125,Laikipia,576.628000831604,1021.3861328125
500,17771.408203125,500,4921.31298828125,500,0,500,0,500,7919.11279296875,Lake Duluti,444.285205078125,123.032824707031
501,9180557.02001953,501,2941501.24951172,501,1625694.73592639,501,516602.76436615,501,2837212.32763672,Lake Manyara,188871.557102329,60622.4621286392
502,55445197.5778809,502,38364603.8460083,502,4968566.68642759,502,3273625.86620522,502,9450040.24365234,Lake Rukwa,1261915.77228633,877274.449495077
503,425844.154541016,503,414684.837402344,503,0,503,0,503,237609.227050781,Landanai,10646.1038635254,10367.1209350586
504,68143.4462890625,504,115616.922851562,504,17964.0256762505,504,28123.1801757812,504,30842.2133789062,Lekuruki,1254.4855153203,2187.34356689453
505,61572.4648132324,505,18536.6647033691,505,48677.1323800087,505,14736.0558929443,505,189327.287597656,Lemek,322.383310830593,95.0152202606201
506,0,506,0,506,0,506,0,506,0,Lentolia,0,0
507,169169.041992188,507,292469.236572266,507,22857.1486055851,507,40161.4850158691,507,115143.155273438,Leparua,3657.79733466506,6307.69378890991
508,20220.2841796875,508,26458.2495117188,508,0,508,0,508,10222.0773925781,Letaba Ranch Tribal Section,505.507104492188,661.456237792969
509,38759.8173828125,509,64040.8154296875,509,2209.201836586,509,3041.97235107422,509,51967.7504882812,Lewa,913.765388655662,1524.97107696533
510,0,510,0,510,0,510,0,510,0,Ligamba,0,0
511,101684475.50824,511,118651096.819763,511,0,511,0,511,38361474.901123,Limpopo Valley,2542111.88770599,2966277.42049408
512,21456468.4736328,512,7169296.83984375,512,5715027.27155089,512,1944123.82785034,512,3416003.95996094,Liparamba,393536.030052048,130629.325299835
513,21515716.5742188,513,7140916.18115234,513,5712154.76248264,513,1929855.26278687,513,3419101.64599609,Liparamba GR (Merged Blocks),395089.045293403,130276.522959137
514,0,514,0,514,0,514,0,514,0,Lisa Ranch,0,0
515,194927.021484375,515,222866.764648438,515,0,515,0,515,51127.2241210938,Liteho,4873.17553710938,5571.66911621094
516,261059.203125,516,80132.2685546875,516,0,516,0,516,47349.9733886719,Litipo,6526.480078125,2003.30671386719
517,53041.0625,517,17996.0751953125,517,28270.0522422791,517,9591.625,517,22761.203125,Litoni,619.275256443024,210.111254882812
518,87354703.0883789,518,42861150.4182129,518,10314542.05935,518,4688670.91525269,518,14101946.9089355,Litumbandyosi-Gezamasua,1926004.02572572,954311.987574005
519,9772753.35559082,519,7760652.36669922,519,11623066.2424207,519,9499674.46972656,519,2318494.68554688,Liuwa Plain,-46257.8221707463,-43475.5525756836
520,9711322.89550781,520,3162211.94384766,520,4544903.5594821,520,1478295.91162109,520,3375618.08105469,Livingstone,129160.483400643,42097.9008056641
521,228645.947265625,521,97395.01953125,521,207468.472439051,521,87758.943359375,521,80429.7724609375,Liwili/Kiteza/Lwekea,529.436870664358,240.901904296875
522,6723935.73193359,522,3226051.36248779,522,1699086.6532743,522,822614.599098206,522,1930919.87084961,Liwonde,125621.226966482,60085.9190847397
523,31314462.1549072,523,22654662.2164307,523,0,523,0,523,8830306.67822266,LL1,782861.553872681,566366.555410767
524,24504994.3226318,524,15619631.1500244,524,0,524,0,524,5277652.90649414,LL2,612624.858065796,390490.77875061
525,11879811.6870117,525,5166954.68139648,525,7763315.28246999,525,3379122.48706055,525,1733307.73901367,Loasi river,102912.410113543,44695.8048583984
526,1845264.05957031,526,878041.662597656,526,0,526,0,526,363280.190917969,Lohombero/Luwengu,46131.6014892578,21951.0415649414
527,0,527,0,527,0,527,0,527,0,Loisaba,0,0
528,23424785.2371216,528,35176556.6756439,528,23082247.8487492,528,35417845.7501221,528,18135060.8432617,Loliondo,8563.43470931053,-6032.22686195374
529,674973.87487793,529,1166525.49853516,529,0,529,0,529,747430.088134766,Lolkisale,16874.3468719482,29163.1374633789
530,37727.8076171875,530,23239.8125,530,18558.5110187531,530,11472.5339355469,530,12228.1044921875,Long'isont,479.232414960861,294.181964111328
531,301270.099609375,531,187557.6328125,531,83835.6368541718,531,53369.6739501953,531,132933.571777344,Longido,5435.86156888008,3354.69897155762
532,1361839.78613281,532,1091053.34033203,532,1353678.4332633,532,1113396.44726562,532,532596.640625,Lopeichubei,204.033821737766,-558.577673339844
533,3761565.55873108,533,2337518.6744194,533,0,533,0,533,2140871.59887695,Lower Tana Delta,94039.138968277,58437.9668604851
534,94816530.2164917,534,101914642.042908,534,137262859.352446,534,151808309.597248,534,37636750.559082,Lower West Zambezi,-1061158.22839885,-1247341.68885851
535,110336754.766602,535,71501468.0407715,535,28363874.4848847,535,16991842.3660793,535,19818705.7470703,Lower Zambezi,2049322.00704292,1362740.6418673
536,16236458.7026367,536,12752399.9291992,536,0,536,0,536,4733891.06030273,LR1,405911.467565918,318809.99822998
537,19415192.0429688,537,11511233.8808594,537,0,537,0,537,4295562.40844727,LR2,485379.801074219,287780.847021484
538,16350434.0527344,538,9754483.38342285,538,0,538,0,538,4259732.31445312,LR3,408760.851318359,243862.084585571
539,20212.998046875,539,7594.82470703125,539,12067.425775528,539,4534.21044921875,539,6670.3681640625,Ltungai,203.639306783676,76.5153564453125
540,117226585.002197,540,47732436.6278076,540,0,540,0,540,20319585.5739746,LU1 - LU2,2930664.62505493,1193310.91569519
541,13826402.5170898,541,7627959.09130859,541,0,541,0,541,2758628.34375,LU3,345660.062927246,190698.977282715
542,11676385.2495117,542,6107547.80200195,542,0,542,0,542,2411930.75634766,LU5,291909.631237793,152688.695050049
543,19946048.4067383,543,12870526.378418,543,0,543,0,543,3542621.2265625,LU6,498651.210168457,321763.159460449
544,39690077.4072266,544,24417591.1730957,544,0,544,0,544,6382790.96386719,LU7,992251.935180664,610439.779327393
545,51532604.8808594,545,25311484.2758789,545,0,545,0,545,6772387.19433594,LU8,1288315.12202148,632787.106896973
546,4302691.61254883,546,4532149.96899414,546,4734260.43896079,546,5093559.57788086,546,1386595.33129883,Luambe,-10789.2206602991,-14035.240222168
547,81910490.5980225,547,43488590.7446289,547,82260672.7771223,547,48504557.0626221,547,15848829.0820312,Luangwa,-8754.55447749496,-125399.157949829
548,81910490.5980225,548,43488590.7446289,548,82260672.7771223,548,48504557.0626221,548,15848829.0820312,Luangwa,-8754.55447749496,-125399.157949829
549,115766987.006104,549,47202650.2512207,549,100392390.54001,549,41096536.2512207,549,14646231.8654785,Luangwa,384364.911652344,152652.85
550,115766987.006104,550,47202650.2512207,550,100392390.54001,550,41096536.2512207,550,14646231.8654785,Luangwa,384364.911652344,152652.85
551,112883392.458984,551,92274164.5100098,551,14360505.739677,551,11322951.4483032,551,21343536.6882324,Luano,2463072.16798269,2023780.32654266
552,0,552,0,552,0,552,0,552,0,Lubaga,0,0
553,42833109.7763672,553,15929653.4443359,553,33884196.5847969,553,12558132.1386719,553,4055641.1081543,Luena,223722.829789257,84288.0326416016
554,2423819.86621094,554,2234620.01171875,554,440394.551759958,554,383036.144104004,554,386727.114746094,Lugufu,49585.6328612745,46289.5966903686
555,80072975.0247803,555,129674863.64917,555,30183018.7735856,555,49075179.1913376,555,18788037.359375,Luiana,1247248.90627987,2014992.11144581
556,268539.449829102,556,164973.494842529,556,94461.7575407028,556,42224.1029052734,556,268681.057128906,Luiche,4351.94230720997,3068.7347984314
557,8440.712890625,557,2238.06787109375,557,0,557,0,557,5821.318359375,Lukoka Hill,211.017822265625,55.9516967773437
558,46997174.6376953,558,32553685.6719971,558,34190845.5874085,558,23567122.9881592,558,9383977.98413086,Lukusuzi,320158.226257169,224664.067095947
559,159591025.960693,559,46141649.3427734,559,92196432.8904331,559,27179615.9371338,559,10417517.6665039,Lukwakwa,1684864.82675651,474050.835140991
560,121898829.355469,560,59918488.4555664,560,20957010.2056026,560,10754699.5303345,560,17184808.9777832,Lukwati GR (Merged Blocks),2523545.47874665,1229094.7231308
561,40405686.9570312,561,26602754.5063477,561,8856528.71777415,561,5670468.40777588,561,7607054.7175293,Lukwati N,788728.955981427,523307.152464294
562,81301922.921875,562,32986330.8657227,562,12049044.2134082,562,5022878.19558716,562,9516993.51171875,Lukwati S,1731321.96771167,699086.316753387
563,5707003.15185547,563,7117155.01318359,563,0,563,0,563,1598386.1640625,Lukwika Lumesule GR (Merged Blocks),142675.078796387,177928.87532959
564,5652714.51806641,564,7054811.34130859,564,0,564,0,564,1588984.99633789,Lukwika-Lumesule,141317.86295166,176370.283532715
565,2920450.31201172,565,2958772.32861328,565,1998266.33725762,565,2079887.18078613,565,821305.906982422,Lumimba,23054.5993688524,21972.1286956787
566,2920450.31201172,566,2958772.32861328,566,1998266.33725762,566,2079887.18078613,566,821305.906982422,Lumimba,23054.5993688524,21972.1286956787
567,2920450.31201172,567,2958772.32861328,567,1998266.33725762,567,2079887.18078613,567,821305.906982422,Lumimba,23054.5993688524,21972.1286956787
568,2209392.67089844,568,1075313.29248047,568,2486330.8675766,568,1209670.29345703,568,401305.521240234,Lumimba,-6923.45491695404,-3358.92502441406
569,2209392.67089844,569,1075313.29248047,569,2486330.8675766,569,1209670.29345703,569,401305.521240234,Lumimba,-6923.45491695404,-3358.92502441406
570,2209392.67089844,570,1075313.29248047,570,2486330.8675766,570,1209670.29345703,570,401305.521240234,Lumimba,-6923.45491695404,-3358.92502441406
571,70906501.3422852,571,57725690.2548523,571,68816103.9744496,571,55981341.5070801,571,18778092.7429199,Lumimba,52259.934195888,43608.7186943054
572,70906501.3422852,572,57725690.2548523,572,68816103.9744496,572,55981341.5070801,572,18778092.7429199,Lumimba,52259.934195888,43608.7186943054
573,70906501.3422852,573,57725690.2548523,573,68816103.9744496,573,55981341.5070801,573,18778092.7429199,Lumimba,52259.934195888,43608.7186943054
574,104953.488037109,574,132568.746582031,574,0,574,0,574,71612.5087890625,Lumo,2623.83720092773,3314.21866455078
575,104953.488037109,575,132568.746582031,575,0,575,0,575,71612.5087890625,Lumo,2623.83720092773,3314.21866455078
576,0,576,0,576,0,576,0,576,0,Lumo,0,0
577,0,577,0,577,0,577,0,577,0,Lumo,0,0
578,11287122.1494141,578,18562178.6218262,578,0,578,0,578,3194058.03662109,Lumo,282178.053735352,464054.465545654
579,11287122.1494141,579,18562178.6218262,579,0,579,0,579,3194058.03662109,Lumo,282178.053735352,464054.465545654
580,0,580,0,580,0,580,0,580,0,Lumo,0,0
581,0,581,0,581,0,581,0,581,0,Lumo,0,0
582,14442485.5993652,582,25189779.253479,582,5742744.22798157,582,9835701.20620728,582,2981652.86206055,Lunda-Nkwambi,217493.534284592,383851.951181793
583,17154607.8115234,583,11882114.9326172,583,12650081.3768983,583,8651830.92248535,583,3232043.51196289,Lundazi,112613.160865629,80757.1002532959
584,8003584.21313477,584,5541087.71533203,584,0,584,0,584,2200507.98583984,Lungonya,200089.605328369,138527.192883301
585,550381.46484375,585,293060.94140625,585,185267.858529091,585,110346.051269531,585,75044.876953125,Lupa North,9127.84015786648,4567.87225341797
